Training ID,原始採購品名,標準品名,大類,子類,資料型態,主要材料,建議規格欄位,常用單位,Scope 3候選類別,排放係數匹配關鍵字,資料品質,訓練備註,適用產業
RP-0778,不活化A型肝炎疫苗招標案,不活化A型肝炎疫苗招標案,醫療用品／藥品,醫藥產品,公開決標採購品名,醫藥產品,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,不活化A型肝炎疫苗招標案 / 醫藥產品 / 醫療生技 / 醫療用品 / 藥品 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617478；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,醫療生技
RP-0779,113年充實公立國民中小學圖書館(室)藏書量採購,113年充實公立國民中小學圖書館(室)藏書量採購,紙品／印刷／包材,"紙漿,紙及紙產品;印刷品及相關的商品",公開決標採購品名,"紙漿,紙及紙產品;印刷品及相關的商品",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113年充實公立國民中小學圖書館(室)藏書量採購 / 紙漿 / 紙及紙產品 / 印刷品及相關的商品 / 包材印刷 / 紙品 / 印刷 / 包材 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617480；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,包材印刷
RP-0780,「UFED等數位鑑識軟體授權更新」採購案,「UFED等數位鑑識軟體授權更新」,資訊設備／軟體,計算機及其零件與配件,公開決標採購品名,計算機及其零件與配件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,「UFED等數位鑑識軟體授權更新」 / 計算機及其零件與配件 / 資訊電子 / 資訊設備 / 軟體 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617489；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,資訊電子
RP-0781,病患資料傳輸功能閘道器,病患資料傳輸功能閘道器,醫療用品／藥品,"醫療,外科及矯形設備",公開決標採購品名,"醫療,外科及矯形設備",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,病患資料傳輸功能閘道器 / 醫療 / 外科及矯形設備 / 醫療生技 / 醫療用品 / 藥品 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617493；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,醫療生技
RP-0782,合金鍛鋼(自緊前加工)乙項,合金鍛鋼(自緊前加工)乙項,金屬／五金,"武器,彈藥及其零件",公開決標採購品名,"武器,彈藥及其零件",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,合金鍛鋼(自緊前加工)乙項 / 武器 / 彈藥及其零件 / 金屬加工 / 金屬 / 五金 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617502；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,金屬加工
RP-0783,2024年核心網路升級案,2024年核心網路升級案,資訊設備／軟體,計算機及其零件與配件,公開決標採購品名,計算機及其零件與配件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,2024年核心網路升級案 / 計算機及其零件與配件 / 資訊電子 / 資訊設備 / 軟體 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617537；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,資訊電子
RP-0784,「113年筆記型電腦LTE-4G模組」採購案,「113年筆記型電腦LTE-4G模組」,資訊設備／軟體,計算機及其零件與配件,公開決標採購品名,計算機及其零件與配件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,「113年筆記型電腦LTE-4G模組」 / 計算機及其零件與配件 / 資訊電子 / 資訊設備 / 軟體 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617550；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,資訊電子
RP-0785,離岸風電系統整合設備,離岸風電系統整合設備,儀器／光學設備,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,公開決標採購品名,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,離岸風電系統整合設備 / 做為測量、檢查、航行及其他目的用之儀器和裝置 / 除光學儀器 / 工業程序控制設備 / 上述各項之零件及附件 / 儀器光電 / 儀器 / 光學設備 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617569；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,儀器光電
RP-0786,烷化工場_E-2001SA-334-6無縫低溫鋼換熱管一批,烷化工場_E-2001SA-334-6無縫低溫鋼換熱管,金屬／五金,"滾壓,拉拔,摺疊製鋼鐵製品",公開決標採購品名,"滾壓,拉拔,摺疊製鋼鐵製品",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,烷化工場_E-2001SA-334-6無縫低溫鋼換熱管 / 滾壓 / 拉拔 / 摺疊製鋼鐵製品 / 金屬加工 / 金屬 / 五金 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617571；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,金屬加工
RP-0787,第四救災救護大隊大肚分隊廳舍傢俱設備採購案,第四救災救護大隊大肚分隊廳舍傢俱設備,其他財物,傢具,公開決標採購品名,傢具,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,第四救災救護大隊大肚分隊廳舍傢俱設備 / 傢具 / 其他產業 / 其他財物 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617575；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,其他產業
RP-0788,重油裂解工場之電動驅動器(採購帶安裝)一批,重油裂解工場之電動驅動器(採購帶安裝),電力設備／電材,其他電力設備及零件,公開決標採購品名,其他電力設備及零件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,重油裂解工場之電動驅動器(採購帶安裝) / 其他電力設備及零件 / 電機電控 / 電力設備 / 電材 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617593；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,電機電控
RP-0789,「縣立三和游泳池旁公園綠地遊戲場修繕」採購案,「縣立三和游泳池旁公園綠地遊戲場修繕」,其他財物,遊樂場迴轉臺、鞦韆臺、射擊場及其他遊樂場之娛樂設備,公開決標採購品名,遊樂場迴轉臺、鞦韆臺、射擊場及其他遊樂場之娛樂設備,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,「縣立三和游泳池旁公園綠地遊戲場修繕」 / 遊樂場迴轉臺、鞦韆臺、射擊場及其他遊樂場之娛樂設備 / 其他產業 / 其他財物 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617613；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,其他產業
RP-0790,113年度冷氣相關設備裝設（含校園能源管理系統EMS建置及局部電力改善工程）,113年度冷氣相關設備裝設（含校園能源管理系統EMS建置及局部電力改善工程）,電力設備／電材,家用電器及其零件,公開決標採購品名,家用電器及其零件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113年度冷氣相關設備裝設（含校園能源管理系統EMS建置及局部電力改善工程） / 家用電器及其零件 / 電機電控 / 電力設備 / 電材 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617616；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,電機電控
RP-0791,真空鍍膜儀器擴充系統,真空鍍膜儀器擴充系統,儀器／光學設備,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,公開決標採購品名,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,真空鍍膜儀器擴充系統 / 做為測量、檢查、航行及其他目的用之儀器和裝置 / 除光學儀器 / 工業程序控制設備 / 上述各項之零件及附件 / 儀器光電 / 儀器 / 光學設備 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617621；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,儀器光電
RP-0792,手術導航租賃案,手術導航租賃案,醫療用品／藥品,"醫療,外科及矯形設備",公開決標採購品名,"醫療,外科及矯形設備",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,手術導航租賃案 / 醫療 / 外科及矯形設備 / 醫療生技 / 醫療用品 / 藥品 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617624；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,醫療生技
RP-0793,113年度金寧廠購置液鹼等三項,113年度金寧廠購置液鹼等三項,化學品／塑橡膠,基本化學產品,公開決標採購品名,基本化學產品,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113年度金寧廠購置液鹼等三項 / 基本化學產品 / 化工塑橡膠 / 化學品 / 塑橡膠 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617636；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,化工塑橡膠
RP-0794,冷場高解析掃描式電子顯微鏡壹組,冷場高解析掃描式電子顯微鏡壹組,儀器／光學設備,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,公開決標採購品名,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,冷場高解析掃描式電子顯微鏡壹組 / 做為測量、檢查、航行及其他目的用之儀器和裝置 / 除光學儀器 / 工業程序控制設備 / 上述各項之零件及附件 / 儀器光電 / 儀器 / 光學設備 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617643；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,儀器光電
RP-0795,四極柱感應耦合電漿質譜儀壹套,四極柱感應耦合電漿質譜儀壹套,儀器／光學設備,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,公開決標採購品名,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,四極柱感應耦合電漿質譜儀壹套 / 做為測量、檢查、航行及其他目的用之儀器和裝置 / 除光學儀器 / 工業程序控制設備 / 上述各項之零件及附件 / 儀器光電 / 儀器 / 光學設備 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617644；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,儀器光電
RP-0796,全脊椎內視鏡融合器械組,全脊椎內視鏡融合器械組,醫療用品／藥品,"醫療,外科及矯形設備",公開決標採購品名,"醫療,外科及矯形設備",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,全脊椎內視鏡融合器械組 / 醫療 / 外科及矯形設備 / 醫療生技 / 醫療用品 / 藥品 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617653；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,醫療生技
RP-0797,智慧校務研究暨校庫硬體設備擴充建置及防火牆設備壹式,智慧校務研究暨校庫硬體設備擴充建置及防火牆設備壹式,資訊設備／軟體,計算機及其零件與配件,公開決標採購品名,計算機及其零件與配件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,智慧校務研究暨校庫硬體設備擴充建置及防火牆設備壹式 / 計算機及其零件與配件 / 資訊電子 / 資訊設備 / 軟體 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617656；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,資訊電子
RP-0798,過載熱絲等33項(計二組),過載熱絲等33項(計二組),電力設備／電材,其他電力設備及零件,公開決標採購品名,其他電力設備及零件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,過載熱絲等33項(計二組) / 其他電力設備及零件 / 電機電控 / 電力設備 / 電材 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=NAI-1-70617658；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,電機電控
